borough,address,zonedist1,zonedist2,bldgclass,landuse,numfloors,unitsres,unitstotal,assesstot,yearbuilt,builtfar,residfar,commfar,BBL,latitude,longitude
BK,518 FULTON STREET,C6-4,,K2,5.0,2.0,0,1,1862100.0,1977.0,2.71,10.0,10.0,3001610030,40.6890927,-73.9820753
BK,60 FLATBUSH AVENUE,C6-4,,D7,4.0,17.0,73,74,4496850.0,2025.0,14.12,10.0,10.0,3001670026,40.6872177,-73.9801287
BK,322 LIVINGSTON STREET,C6-4,,S9,4.0,4.0,2,4,1260000.0,1920.0,3.39,10.0,10.0,3001660032,40.6879262,-73.9819458
BK,33 NEVINS STREET,C6-4,,V1,11.0,,0,0,328950.0,0.0,0.0,10.0,10.0,3001670002,40.6876159,-73.9813942
BK,340 LIVINGSTON STREET,C6-4,,O5,5.0,4.0,0,2,1588050.0,1920.0,4.7,10.0,10.0,3001670003,40.687712,-73.9813292
BK,460 FULTON STREET,C5-4,,K4,4.0,5.0,0,1,3616650.0,1940.0,4.98,10.0,10.0,3001570014,40.6901636,-73.9847145
BK,31 SMITH STREET,C5-4,,K4,4.0,2.0,0,5,1237050.0,1920.0,2.5,10.0,10.0,3001550001,40.6905235,-73.9875271
BK,27 SMITH STREET,C5-4,,O5,5.0,5.0,0,5,808650.0,1940.0,4.03,10.0,10.0,3001550003,40.6906195,-73.9874729
BK,21 SMITH STREET,C5-4,,K4,4.0,3.0,0,2,396450.0,1920.0,2.74,10.0,10.0,3001550004,40.6907046,-73.9874657
BK,390 FULTON STREET,C5-4,,K1,5.0,1.0,0,1,2247750.0,1950.0,2.0,10.0,10.0,3001550012,40.6910394,-73.9871664
BK,398 FULTON STREET,C5-4,,K4,4.0,4.0,0,1,7679250.0,1949.0,4.66,10.0,10.0,3001550014,40.6909845,-73.9868382
BK,408 FULTON STREET,C5-4,,K2,5.0,3.0,0,3,12621600.0,1937.0,4.0,10.0,10.0,3001560012,40.6907484,-73.986438
BK,418 FULTON STREET,C5-4,,K4,4.0,6.0,0,1,2178000.0,1950.0,5.67,10.0,10.0,3001560013,40.6907703,-73.9862505
BK,362 FULTON STREET,C6-4.5,,V1,11.0,,0,0,608850.0,0.0,0.0,10.0,12.0,3001540012,40.6915006,-73.9880281
BK,166 LIVINGSTON STREET,C6-4,,O5,5.0,4.0,0,3,5626350.0,1920.0,4.12,10.0,10.0,3001640013,40.6899443,-73.98752
MN,34 UNION SQUARE,C6-4,C6-2A,K2,5.0,2.0,0,1,2400300.0,1953.0,2.0,10.0,10.0,1008710082,40.7357326,-73.9891532
MN,20 UNION SQUARE,C6-4,C6-2A,J7,5.0,5.0,0,1,3181050.0,1907.0,1.55,10.0,10.0,1008710001,40.7353072,-73.989377
MN,245 PARK AVENUE SOUTH,C6-4A,R7B,D8,3.0,6.0,55,63,8988750.0,1940.0,3.84,10.0,10.0,1008750079,40.7379968,-73.987511
MN,36 UNION SQUARE,C6-4,C6-2A,D8,3.0,7.0,70,76,8004150.0,1963.0,4.19,10.0,10.0,1008720001,40.7360125,-73.9889186
MN,20 EAST 20 STREET,M1-5M,,D0,3.0,6.0,8,10,9470250.0,1903.0,5.04,0.0,5.0,1008480059,40.7387216,-73.9892393
MN,39 UNION SQUARE,C6-4,M1-5M,K1,5.0,1.0,0,1,1591650.0,1974.0,1.0,10.0,10.0,1008440025,40.7370804,-73.9908093
MN,21 UNION SQUARE,C6-2A,C6-4,H8,8.0,12.0,0,4,27446850.0,1986.0,8.47,6.02,6.0,1008430022,40.7364162,-73.9915094
MN,18 EAST 16 STREET,C6-2A,,O6,5.0,7.0,0,14,5523300.0,1907.0,6.62,6.02,6.0,1008430037,40.7366056,-73.9918161
MN,41 UNION SQUARE,M1-5M,C6-4,O6,5.0,16.0,0,201,20343150.0,1920.0,7.99,0.0,5.0,1008440026,40.737182,-73.9909139
MN,7 EAST 14 STREET,C6-1,,D4,3.0,21.0,495,506,59364900.0,1965.0,13.94,3.44,6.0,1008420007,40.7358509,-73.9925126
MN,71 5 AVENUE,C6-4M,C6-2A,O6,5.0,11.0,0,10,21783600.0,1907.0,10.79,10.0,10.0,1008420042,40.7363642,-73.9928445
MN,14 EAST 16 STREET,C6-2A,,H5,5.0,9.0,0,2,16490700.0,2023.0,6.91,6.02,6.0,1008430039,40.7366413,-73.9919893
MN,230 PARK AVENUE SOUTH,M1-5M,,O6,5.0,13.0,0,20,76081500.0,1900.0,14.31,0.0,5.0,1008470040,40.7377005,-73.9887632
MN,3 EAST 17 STREET,M1-5M,C6-4M,K4,4.0,2.0,0,2,901350.0,1904.0,1.84,0.0,5.0,1008460005,40.7378792,-73.9915886
MN,33 EAST 18 STREET,M1-5M,,O6,5.0,10.0,0,20,18997200.0,1900.0,8.2,0.0,5.0,1008470027,40.7379229,-73.9894235
MN,40 EAST 19 STREET,M1-5M,,D0,3.0,9.0,8,9,5562900.0,1905.0,8.75,0.0,5.0,1008470050,40.7379147,-73.989142
MN,43 EAST 18 STREET,M1-5M,,G7,10.0,,0,0,509400.0,0.0,0.0,0.0,5.0,1008470033,40.7376347,-73.9892142
BK,92 COURT STREET,C6-2A,,S9,4.0,4.0,2,4,674550.0,1926.0,4.0,6.02,6.0,3002680054,40.6911249,-73.9918974
BK,67 SCHERMERHORN STREET,C6-2A,,W9,8.0,5.0,0,1,1511100.0,1920.0,2.54,6.02,6.0,3002690014,40.6909492,-73.9908445
BK,146 PIERREPONT STREET,C5-2A,,D7,4.0,20.0,86,87,25699500.0,2016.0,13.28,10.0,10.0,3002440026,40.6944571,-73.9915977
BK,84 COURT STREET,C6-2A,,C7,4.0,5.0,14,15,1550250.0,1850.0,4.35,6.02,6.0,3002680050,40.6913555,-73.9919046
BK,41 SCHERMERHORN STREET,C6-2A,,S9,4.0,4.0,5,7,1825200.0,1900.0,2.85,6.02,6.0,3002680001,40.6912073,-73.9919406
BK,183 VARET STREET,M1-1,,Z9,,,0,0,83250.0,0.0,0.0,0.0,1.0,3031090068,40.7036874,-73.9372226
BK,9 BUSHWICK COURT,M1-1,R6,B2,1.0,2.0,2,2,83220.0,1989.0,1.41,0.0,1.0,3031000001,40.7045169,-73.9384084
BK,328 BOERUM STREET,M1-2,,Z9,,,0,0,310950.0,0.0,0.0,0.0,2.0,3030830016,40.7067571,-73.9342477
BK,276 BOERUM STREET,M1-2,,C2,2.0,3.0,6,6,596700.0,1931.0,1.84,0.0,2.0,3030820042,40.7063109,-73.9364158
BK,266 BOERUM STREET,M1-2,,B2,1.0,2.0,2,2,84840.0,1920.0,1.01,0.0,2.0,3030820037,40.7062673,-73.9368667
BK,356 SCHERMERHORN STREET,C6-1,,M1,8.0,2.0,0,1,2358900.0,1894.0,2.6,3.44,6.0,3001730023,40.686537,-73.9803236
BK,358 SCHERMERHORN STREET,C6-1,,Q2,9.0,,0,0,1779750.0,0.0,0.04,3.44,6.0,3001730005,40.6867897,-73.9810086
BK,320 SCHERMERHORN STREET,C6-1,R6B,O2,5.0,3.0,0,3,5516100.0,1949.0,2.7,3.44,6.0,3001730001,40.6870121,-73.9817008
BK,1371 ATLANTIC AVENUE,M1-1,,C1,2.0,5.0,20,20,325800.0,1910.0,3.42,0.0,1.0,3018680061,40.6785601,-73.9447705
BK,883 BEDFORD AVENUE,M1-2,,G2,7.0,1.0,0,1,127800.0,1931.0,1.0,0.0,2.0,3017500009,40.6936336,-73.9556304
BK,893 BEDFORD AVENUE,M1-2,,K4,4.0,2.0,0,2,202050.0,1931.0,1.99,0.0,2.0,3017500005,40.6933646,-73.955609
BK,891 BEDFORD AVENUE,M1-2,,S2,4.0,2.0,2,3,181140.0,1931.0,1.6,0.0,2.0,3017500006,40.6934278,-73.9555909
BK,887 BEDFORD AVENUE,M1-2,,C1,2.0,4.0,8,8,883800.0,1931.0,3.94,0.0,2.0,3017500007,40.6934991,-73.9556053
BK,195 WALWORTH STREET,M1-5,,G7,10.0,,0,0,1043550.0,0.0,0.0,0.0,5.0,3017640020,40.6926035,-73.9534134
BK,412 WILLOUGHBY AVENUE,M1-5,,G7,10.0,,0,0,2087550.0,0.0,0.0,0.0,5.0,3017640029,40.6929631,-73.9534817
BK,168 NOSTRAND AVENUE,M1-2,,G7,10.0,,0,0,213300.0,0.0,0.0,0.0,2.0,3017530033,40.6944531,-73.9526873
BK,625 FULTON STREET,C6-4,,D6,4.0,40.0,812,814,134480250.0,2022.0,16.29,10.0,10.0,3020940001,40.6889606,-73.9798144
BK,180 ASHLAND PLACE,C6-4,,D6,4.0,51.0,569,570,59816250.0,2023.0,21.75,10.0,10.0,3020950026,40.6894105,-73.9788119
BK,57 ROCKWELL PLACE,C6-4,,J2,5.0,3.0,0,1,15269850.0,1920.0,2.46,10.0,10.0,3020950001,40.6887134,-73.9790465
BK,10615 FOSTER AVENUE,M1-1,,G9,7.0,2.0,0,1,3301650.0,1972.0,0.56,0.0,1.0,3081380250,40.6535902,-73.8992626
BK,FLATBUSH AVENUE,C6-4,,QG,9.0,,0,0,857250.0,0.0,0.0,10.0,10.0,3021060001,40.6869458,-73.979267
BK,32 SCOTT AVENUE,M3-1,,E1,6.0,1.0,0,1,359100.0,1931.0,1.0,0.0,2.0,3029900010,40.7101396,-73.9225397
BK,36 SCOTT AVENUE,M3-1,,E1,6.0,1.0,0,1,378900.0,1931.0,1.0,0.0,2.0,3029900011,40.7102714,-73.9225972
BK,75 SCOTT AVENUE,M3-1,,F4,6.0,1.0,0,2,1237500.0,1931.0,0.61,0.0,2.0,3029890022,40.7099176,-73.9230665
BK,200 MORGAN AVENUE,M3-1,,E1,6.0,2.0,0,1,853200.0,1930.0,0.19,0.0,2.0,3029420101,40.7109257,-73.9329703
BK,190 MORGAN AVENUE,M3-1,,F5,6.0,1.0,0,1,997200.0,1969.0,0.65,0.0,2.0,3029420221,40.710851,-73.9319821
BK,182 MORGAN AVENUE,M3-1,,E9,6.0,1.0,0,1,345150.0,1969.0,1.0,0.0,2.0,3029420223,40.7106342,-73.9319859
BK,269 RANDOLPH STREET,M3-1,,E1,6.0,1.0,0,1,2591100.0,2007.0,1.0,0.0,2.0,3029790050,40.7109655,-73.9221058
BK,283 RANDOLPH STREET,M3-1,,E1,6.0,1.0,0,1,1305000.0,2004.0,0.56,0.0,2.0,3029790060,40.7111273,-73.9218568
BK,230 RANDOLPH STREET,M3-1,,E1,6.0,2.0,0,1,1054350.0,2010.0,1.8,0.0,2.0,3029890014,40.709866,-73.9238673
BK,72 VARICK AVENUE,M3-1,,G7,10.0,,0,0,348300.0,0.0,0.0,0.0,2.0,3029870003,40.7087923,-73.927306
BK,573 JOHNSON AVENUE,M3-1,,F4,6.0,1.0,0,1,1260450.0,1931.0,1.0,0.0,2.0,3029880037,40.709334,-73.9245785
QN,21-02 49 AVENUE,M1-4,,O6,5.0,7.0,0,1,12553650.0,1916.0,5.73,0.0,2.0,4000710001,40.7421911,-73.9489111
QN,21-32 BORDEN AVENUE,M3-2,,E1,6.0,2.0,0,1,1495350.0,1962.0,0.86,0.0,2.0,4000680021,40.7397208,-73.9487723
QN,23-30 BORDEN AVENUE,M3-2,,E9,6.0,5.0,0,3,77554350.0,2022.0,3.82,0.0,2.0,4000680038,40.7393798,-73.9474049
QN,21-33 BORDEN AVENUE,M3-2,,E1,6.0,1.0,0,1,1845450.0,1931.0,0.69,0.0,2.0,4000690014,40.7404946,-73.9482087
QN,21-57 BORDEN AVENUE,M3-2,,E1,6.0,1.0,0,1,869400.0,1940.0,0.99,0.0,2.0,4000690023,40.7404038,-73.9477433
QN,5-46 51 AVENUE,M1-4/R6B,,C2,2.0,3.0,6,6,619650.0,1931.0,1.95,2.0,2.0,4000340042,40.7419604,-73.9551075
QN,5-31 51 AVENUE,M1-4/R6B,,B3,1.0,3.0,2,2,148740.0,1931.0,1.35,2.0,2.0,4000330113,40.7424628,-73.9553922
QN,51-10 VERNON BOULEVARD,M1-5/R7X,,C1,2.0,2.0,8,8,1395900.0,1931.0,2.76,5.0,5.0,4000340049,40.7417489,-73.954754
QN,11-40 49 AVENUE,M1-4/R6B,,E9,6.0,1.0,0,7,1024200.0,1993.0,0.99,2.0,2.0,4000620019,40.7424579,-73.9501199
QN,5-30 51 AVENUE,M1-4/R6B,,B1,1.0,4.0,2,2,170040.0,1871.0,2.01,2.0,2.0,4000340036,40.7420594,-73.9556307
QN,5-32 50 AVENUE,M1-4/R6B,,C0,2.0,3.0,3,3,171480.0,1901.0,1.05,2.0,2.0,4000330038,40.7427373,-73.955309
QN,5-35 51 AVENUE,M1-4/R6B,,S5,4.0,4.0,5,6,946800.0,2008.0,2.49,2.0,2.0,4000330011,40.7424326,-73.9552263
QN,5-48 50 AVENUE,M1-4/R6B,,F4,6.0,2.0,0,1,235350.0,1931.0,1.5,2.0,2.0,4000330044,40.7426355,-73.9547858
QN,5-50 50 AVENUE,M1-4/R6B,,K4,4.0,2.0,1,2,148050.0,1930.0,0.83,2.0,2.0,4000330045,40.742619,-73.9546992
QN,5-38 51 AVENUE,M1-4/R6B,,B3,1.0,2.0,2,2,151800.0,1891.0,1.24,2.0,2.0,4000340039,40.7420099,-73.9553673
QN,5-26 51 AVENUE,M1-4/R6B,,C2,2.0,3.0,6,6,671850.0,1931.0,1.77,2.0,2.0,4000340034,40.7420952,-73.9558075
QN,10-37 51 AVENUE,M1-4/R6B,,C0,2.0,3.0,3,3,136320.0,1871.0,1.41,2.0,2.0,4000400009,40.7419347,-73.9526644
QN,5-23 50 AVENUE,M1-4/R6B,,S2,4.0,3.0,2,3,187920.0,1915.0,1.4,2.0,2.0,4000320017,40.7432451,-73.9554206
QN,5-24 49 AVENUE,M1-4/R6B,,C1,2.0,4.0,8,8,763200.0,1931.0,2.97,2.0,2.0,4000320037,40.7435223,-73.9553302
QN,5-31 49 AVENUE,M1-4/R6B,,B3,1.0,2.0,2,2,75660.0,1870.0,0.77,2.0,2.0,4000310014,40.7438405,-73.9549041
QN,10-13 50 AVENUE,M1-4/R6B,,S4,4.0,4.0,4,5,715050.0,1931.0,2.24,2.0,2.0,4000420035,40.7428106,-73.9533747
QN,49 AVENUE,M1-4/R6B,R7X,U7,7.0,,0,0,0.0,0.0,0.0,2.0,2.0,4000440027,40.7436721,-73.9525296
QN,10-15 49 AVENUE,M1-4/R6B,,P5,8.0,3.0,0,1,846450.0,1900.0,1.0,2.0,2.0,4000440007,40.7434857,-73.9530566
QN,5-23 49 AVENUE,M1-4/R6B,,B3,1.0,2.0,2,2,75960.0,1870.0,0.77,2.0,2.0,4000310018,40.743879,-73.9551134
QN,5-14 47 ROAD,M1-4/R6B,M1-4/R6A,F5,6.0,1.0,0,1,64800.0,1931.0,0.99,2.0,2.0,4000300030,40.7449989,-73.955322
QN,47-33 5 STREET,M1-4/R6A,,D1,3.0,4.0,30,30,2718000.0,1931.0,3.33,3.0,2.0,4000300026,40.7449496,-73.9555638
QN,5-52 51 AVENUE,M1-5/R7X,,C0,2.0,2.0,3,3,144840.0,1881.0,2.07,5.0,5.0,4000340045,40.7419466,-73.9548404
QN,5-40 51 AVENUE,M1-4/R6B,,B3,1.0,2.0,2,2,136620.0,1881.0,1.06,2.0,2.0,4000340040,40.7419934,-73.9552807
QN,5-42 51 AVENUE,M1-4/R6B,,C2,2.0,3.0,6,6,619650.0,1931.0,1.95,2.0,2.0,4000340041,40.7419769,-73.9551941
QN,5-34 51 AVENUE,M1-4/R6B,,C0,2.0,2.0,3,3,153000.0,1891.0,1.38,2.0,2.0,4000340038,40.7420264,-73.9554539
QN,5-14 51 AVENUE,M1-4/R6B,,K4,4.0,3.0,0,3,1196100.0,2000.0,3.92,2.0,2.0,4000340030,40.7421529,-73.9561106
QN,49-03 5 STREET,M1-4/R6A,,G2,7.0,1.0,0,1,267300.0,1970.0,1.0,3.0,2.0,4000320029,40.7436076,-73.9560014
QN,11-24 JACKSON AVENUE,M1-5/R7X,,V1,11.0,,0,0,633600.0,0.0,0.0,5.0,5.0,4000610006,40.74332,-73.9505703
BK,419 ELDERT STREET,M1-1,,F5,6.0,1.0,0,1,433350.0,1931.0,1.0,0.0,1.0,3034130120,40.6954912,-73.9048177
BK,1447 HANCOCK STREET,M1-1,,A5,1.0,1.0,1,1,64260.0,1960.0,0.84,0.0,1.0,3033930057,40.6967529,-73.9070915
QN,55-06 MYRTLE AVENUE,C4-3A,,S2,4.0,3.0,2,3,101820.0,1931.0,3.0,3.0,3.0,4035450037,40.6997319,-73.9082234
QN,57-18 MYRTLE AVENUE,C4-3A,,K4,4.0,3.0,1,2,476100.0,1931.0,1.86,3.0,3.0,4035720006,40.7002903,-73.902968
QN,7-45 WYCKOFF AVENUE,C4-3,,V1,11.0,,0,0,248400.0,0.0,0.0,2.43,3.4,4035440061,40.6992202,-73.9101535
MN,100 PARK ROW,C6-1,,O3,5.0,11.0,0,1,11807100.0,1974.0,6.93,3.44,6.0,1001590060,40.7129818,-74.0023807
MN,27 DUANE STREET,C6-4,,M1,8.0,2.0,94,95,15289650.0,1937.0,3.91,10.0,10.0,1001580001,40.7132974,-74.0026946
BK,479 LIVONIA AVENUE,C4-4L,,S0,4.0,2.0,1,3,55260.0,1930.0,1.4,4.0,4.0,3037990043,40.6641307,-73.8998017
BK,477 LIVONIA AVENUE,C4-4L,,S1,4.0,2.0,1,2,55920.0,1930.0,1.2,4.0,4.0,3037990044,40.6641197,-73.8998738
BX,4063 BOSTON ROAD,M1-1,,K4,4.0,3.0,2,4,234000.0,1931.0,0.97,0.0,1.0,2049490080,40.8856716,-73.8292059
BX,4171 BOSTON ROAD,M3-1,,Z9,,,0,0,233100.0,0.0,0.0,0.0,2.0,2049530078,40.887267,-73.8259794
BX,4151 BOSTON ROAD,M3-1,,G2,7.0,1.0,0,2,445500.0,1991.0,0.99,0.0,2.0,2049530114,40.8869274,-73.826483
QN,62-17 NORTHERN BOULEVARD,M1-1,,K2,5.0,2.0,0,3,397800.0,1925.0,1.58,0.0,1.0,4011630071,40.7543071,-73.8997311
QN,72-26 37 AVENUE,C4-3,,K1,5.0,1.0,0,1,675450.0,1937.0,1.0,2.43,3.4,4012830008,40.7486632,-73.8928823
MN,81 GREENWICH STREET,C5-5,,S9,4.0,7.0,6,8,3154050.0,1900.0,7.24,10.0,15.0,1000190018,40.7075958,-74.01345
MN,87 GREENWICH STREET,C5-5,,K2,5.0,3.0,0,1,484650.0,2004.0,3.01,10.0,15.0,1000190021,40.7078236,-74.0134861
MN,45 BROADWAY,C5-5,,O4,5.0,31.0,0,71,32461200.0,1983.0,23.72,10.0,15.0,1000200009,40.7065418,-74.0132658
MN,46 TRINITY PLACE,C5-5,,O5,5.0,5.0,0,5,1972800.0,1900.0,5.0,10.0,15.0,1000190019,40.7076672,-74.0134031
MN,109 WASHINGTON STREET,C6-9,,C7,4.0,5.0,16,17,780750.0,1915.0,4.05,10.0,15.0,1000530006,40.7085729,-74.0139984
MN,80 WEST STREET,C6-9,,H2,5.0,38.0,0,5,47078550.0,1989.0,20.85,10.0,15.0,1000550016,40.7094292,-74.0143413
MN,55 BROADWAY,C5-5,,O4,5.0,31.0,0,60,30264300.0,1983.0,19.68,10.0,15.0,1000200016,40.7068548,-74.0130242
MN,86 TRINITY PLACE,C5-5,,O3,5.0,14.0,0,0,10176750.0,1921.0,6.78,10.0,15.0,1000510013,40.7087569,-74.0128298
MN,115 BROADWAY,C5-5,,O4,5.0,21.0,0,53,34301700.0,1907.0,23.86,10.0,15.0,1000500001,40.7089355,-74.0114701
MN,106 GREENWICH STREET,C6-9,,C7,4.0,5.0,16,18,1953450.0,1900.0,3.92,10.0,15.0,1000530036,40.7085427,-74.0136666
MN,108 GREENWICH STREET,C6-9,,O6,5.0,7.0,0,7,1147500.0,1935.0,6.33,10.0,15.0,1000530035,40.7086058,-74.0136197
MN,94A GREENWICH STREET,C6-9,,K4,4.0,4.0,4,5,539100.0,1915.0,2.73,10.0,15.0,1000530040,40.7081639,-74.0138036
MN,25 BROADWAY,C5-5,,O4,5.0,23.0,0,12,72055350.0,1921.0,16.84,10.0,15.0,1000130027,40.7057595,-74.0140015
MN,71 WEST STREET,C6-9,,D8,3.0,18.0,206,207,22074300.0,1926.0,11.5,10.0,15.0,1000550014,40.7090229,-74.0144963
MN,105 WASHINGTON STREET,C6-9,,N2,8.0,6.0,84,86,2418750.0,1926.0,4.99,10.0,15.0,1000530004,40.7084713,-74.0140417
MN,10 CORTLANDT STREET,C5-5,,K4,4.0,5.0,0,4,2866950.0,1920.0,3.41,10.0,15.0,1000630001,40.7102338,-74.0103269
MN,141 GREENWICH STREET,C5-5,,Y1,8.0,3.0,0,1,1759950.0,1980.0,1.83,10.0,15.0,1000520022,40.7098329,-74.0126028
BK,308 COOPER STREET,M1-1,,V1,11.0,,0,0,35550.0,0.0,0.0,0.0,1.0,3034430037,40.6922095,-73.9026948
SI,6735 AMBOY ROAD,M1-1,,O1,5.0,1.0,0,1,113850.0,1939.0,0.48,0.0,1.0,5075610106,40.519477,-74.2271758
BK,16 HARRISON PLACE,M1-2,,Z9,,,0,0,128250.0,0.0,0.0,0.0,2.0,3030930013,40.7060179,-73.9326939
BK,HEGEMAN AVENUE,C4-1,,V1,11.0,,0,0,186750.0,0.0,0.0,1.5,1.0,3043340001,40.6637188,-73.8822845
SI,BAY STREET,M3-1,,V1,11.0,,0,0,52200.0,0.0,0.0,0.0,2.0,5028420060,40.6187845,-74.0699377
BK,GLENMORE AVENUE,M1-4,,V1,11.0,,0,0,73350.0,0.0,0.0,0.0,2.0,3037160016,40.6723052,-73.9004383
BK,34 GEORGIA AVENUE,M1-1,,C0,2.0,3.0,3,3,141300.0,1899.0,3.11,0.0,1.0,3036670126,40.6763527,-73.8992498
BK,13 DENTON PLACE,M1-4/R6B,,B9,1.0,2.0,2,2,122520.0,1899.0,0.97,2.0,2.0,3004560011,40.6760252,-73.9848583
BK,176 NOSTRAND AVENUE,M1-2,,G7,10.0,,0,0,162900.0,0.0,0.0,0.0,2.0,3017530037,40.6942473,-73.9526442
BK,488 SNEDIKER AVENUE,M1-1,,C2,2.0,3.0,6,6,382500.0,1930.0,2.55,0.0,1.0,3038160037,40.6629859,-73.8996413
MN,359 WEST 29 STREET,C6-2A,R8B,C6,2.0,7.0,13,13,1277550.0,1921.0,2.99,6.02,6.0,1007530006,40.7502473,-73.9980077
BK,1019 39 STREET,M1-2,,E1,6.0,1.0,0,1,105300.0,2010.0,1.0,0.0,2.0,3052880075,40.6443073,-73.9918887
MN,70 BAYARD STREET,C6-1,,C7,4.0,7.0,18,20,648900.0,1910.0,6.06,3.44,6.0,1002010034,40.7157183,-73.9981098
MN,10 ELIZABETH STREET,C6-1G,,C7,4.0,6.0,24,28,1226250.0,1915.0,5.46,3.44,6.0,1002020002,40.7157046,-73.9972476
MN,218 CANAL STREET,C6-1G,,C7,4.0,5.0,13,17,394650.0,1915.0,5.0,3.44,6.0,1001990011,40.7171648,-73.9993651
MN,89 MULBERRY STREET,C6-1,,C7,4.0,5.0,8,9,1091700.0,1920.0,2.82,3.44,6.0,1001990018,40.7167778,-73.9990801
MN,68 MOTT STREET,C6-1,,C7,4.0,5.0,12,15,953550.0,1915.0,4.11,3.44,6.0,1002010007,40.7161437,-73.9979005
MN,70 MOTT STREET,C6-1,,C7,4.0,5.0,16,17,1061550.0,1910.0,4.07,3.44,6.0,1002010008,40.7162041,-73.9978645
MN,79 MULBERRY STREET,C6-1,,C7,4.0,5.0,16,17,530100.0,1880.0,3.44,3.44,6.0,1001990023,40.7164676,-73.9992749
MN,47 BAYARD STREET,C6-1,,K4,4.0,4.0,4,7,477000.0,1910.0,4.26,3.44,6.0,1001630031,40.7150733,-73.9974569
MN,6 CHATHAM SQUARE,C6-1G,C6-1,V1,11.0,,0,0,578700.0,0.0,0.0,3.44,6.0,1001620041,40.7140028,-73.9983335
MN,75 MULBERRY STREET,C6-1,,K4,4.0,4.0,1,4,329850.0,1993.0,3.0,3.44,6.0,1001990025,40.7163441,-73.9993507
MN,10 WEST 29 STREET,M1-8A/R12,,G6,10.0,,0,0,612000.0,0.0,0.0,15.0,12.0,1008300051,40.7454763,-73.9878271
MN,14 WEST 29 STREET,M1-8A/R12,,C7,4.0,5.0,8,10,1598400.0,1910.0,4.11,15.0,12.0,1008300053,40.7455395,-73.9879751
MN,1195 BROADWAY,M1-8A/R12,,O6,5.0,10.0,0,81,13172850.0,1930.0,9.56,15.0,12.0,1008300062,40.7459293,-73.9889422
MN,39 WEST 29 STREET,M1-8A/R12,,O6,5.0,12.0,0,15,5344650.0,1914.0,11.6,15.0,12.0,1008310010,40.746514,-73.9891406
MN,8 WEST 30 STREET,M1-8A/R12,,V1,11.0,,0,0,5822550.0,0.0,0.0,15.0,12.0,1008310048,40.7460691,-73.9873182
MN,1240 BROADWAY,C6-6,,O4,5.0,39.0,0,55,125494200.0,1969.0,21.85,10.0,15.0,1008330011,40.7477737,-73.9878736
MN,1270 BROADWAY,C6-6,,O6,5.0,12.0,0,80,13491000.0,1912.0,13.8,10.0,15.0,1008340080,40.7487014,-73.9878265
MN,1020 AVENUE OF THE AMER,C5-3,,H3,5.0,5.0,0,7,3967650.0,1920.0,4.39,10.0,15.0,1008400001,40.7523105,-73.9855737
MN,43 WEST 32 STREET,C6-6,,H3,5.0,12.0,0,5,8319150.0,1905.0,10.89,10.0,15.0,1008340016,40.7482238,-73.9874766
MN,39 WEST 32 STREET,C6-4,C6-6,O6,5.0,17.0,0,59,7272450.0,1911.0,14.54,10.0,10.0,1008340019,40.7481551,-73.9873142
MN,2 WEST 29 STREET,M1-8A/R12,,D0,3.0,16.0,22,24,9406800.0,1928.0,14.21,15.0,12.0,1008300046,40.7453555,-73.9875348
MN,6 WEST 29 STREET,M1-8A/R12,,G6,10.0,,0,0,402750.0,0.0,0.0,15.0,12.0,1008300048,40.7454022,-73.9876503
MN,21 WEST 34 STREET,C5-3,,K2,5.0,2.0,0,1,18393750.0,2009.0,2.76,10.0,15.0,1008360018,40.7493737,-73.9861121
MN,330 5 AVENUE,C5-2,,O6,5.0,15.0,0,23,23658750.0,1910.0,15.51,10.0,10.0,1008340048,40.7476993,-73.9855061
MN,292 5 AVENUE,C5-2,,H9,5.0,21.0,17,19,18939600.0,2018.0,13.56,10.0,10.0,1008320044,40.7464313,-73.9864122
MN,298 5 AVENUE,C5-2,,O6,5.0,7.0,0,8,4023450.0,1913.0,5.9,10.0,10.0,1008320047,40.7465576,-73.9863833
MN,4 WEST 31 STREET,M1-8A/R12,,H3,5.0,13.0,0,2,10098450.0,1906.0,9.53,15.0,12.0,1008320049,40.7466153,-73.9867118
MN,1330 BROADWAY,C6-6,,K2,5.0,5.0,0,1,3793950.0,1920.0,5.0,10.0,15.0,1008360083,40.7502713,-73.9871189
MN,40 WEST 38 STREET,M1-9A/R12,,O5,5.0,6.0,0,7,1113300.0,1930.0,5.46,15.0,15.0,1008390069,40.7515281,-73.9846571
MN,1024 AVENUE OF THE AMER,C5-3,,O5,5.0,5.0,0,5,1510650.0,1920.0,3.58,10.0,15.0,1008400003,40.7524011,-73.9855087
MN,49 WEST 39 STREET,M1-9A/R12,,S9,4.0,5.0,5,8,2250900.0,1910.0,4.68,15.0,15.0,1008410012,40.7527934,-73.9845846
MN,384 5 AVENUE,C5-3,,O6,5.0,8.0,0,8,3785850.0,1906.0,7.81,10.0,15.0,1008370045,40.7496012,-73.9841667
MN,9 WEST 35 STREET,M1-9A/R12,,G1,10.0,5.0,0,1,9015300.0,1963.0,4.16,15.0,15.0,1008370030,40.749766,-73.9848344
MN,15 WEST 36 STREET,M1-9A/R12,,O6,5.0,16.0,0,19,6297750.0,1917.0,16.98,15.0,15.0,1008380032,40.7503753,-73.9845924
